entity,original_bucket,original_sub_type,original_unresolved_reason,phase8_match_status,phase8_match_type,phase8_match_category,phase8_confidence_label,phase8_confidence_score,description_overlap_score,selected_uniprot_accession,selected_uniprot_entry_name,selected_uniprot_organism,selected_uniprot_source_tier,selected_phytozome_code,selected_phytozome_gene_id,selected_phytozome_base_gene_id,selected_sequence_length,has_sequence,candidate_count,candidate_summary,notes,phase8_quality_flag,phase8_quality_notes
"pyruvate, ferredoxin oxidoreductase",D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,L8B958,L8B958_CHLRE,CHLRE,trembl,,,,,false,9,L8B958|L8B958_CHLRE|CHLRE|trembl(ov=1.00); B2WTF9|B2WTF9_BLAHN|BLAHN|trembl(ov=1.00); A0A9K3L9W1|A0A9K3L9W1_9STRA|9STRA|trembl(ov=1.00); A0A9K3PV31|A0A9K3PV31_9STRA|9STRA|trembl(ov=1.00); A0A7J7PRI3|A0A7J7PRI3_9CHLO|9CHLO|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",ok,
"pyruvate, orthophosphate dikinase",D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,Q75KR1,PPDK2_ORYSJ,ORYSJ,sprot,,,,,false,2,Q75KR1|PPDK2_ORYSJ|ORYSJ|sprot(ov=1.00); G7JHV6|G7JHV6_MEDTR|MEDTR|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",ok,
"pyruvate, phosphate dikinase",D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,Q75KR1,PPDK2_ORYSJ,ORYSJ,sprot,,,,,false,2,Q75KR1|PPDK2_ORYSJ|ORYSJ|sprot(ov=1.00); A0A2P6VQ55|A0A2P6VQ55_9CHLO|9CHLO|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",ok,
"pyruvate, phosphate dikinase 1 chloroplastic isoform X1",D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1U8IZT2,A0A1U8IZT2_GOSHI,GOSHI,trembl,,,,,false,4,A0A1U8IZT2|A0A1U8IZT2_GOSHI|GOSHI|trembl(ov=1.00); A0A9R0J237|A0A9R0J237_SPIOL|SPIOL|trembl(ov=1.00); A0A5B6W8P6|A0A5B6W8P6_9ROSI|9ROSI|trembl(ov=1.00); A0A3S3QJ08|A0A3S3QJ08_9MAGN|9MAGN|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
"quercetin 2,3-dioxygenase",D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A2P4Y4Q3,A0A2P4Y4Q3_9STRA,9STRA,trembl,,,,,false,4,A0A2P4Y4Q3|A0A2P4Y4Q3_9STRA|9STRA|trembl(ov=1.00); A0A2J8AAM7|A0A2J8AAM7_9CHLO|9CHLO|trembl(ov=1.00); A0A9P1BFW3|A0A9P1BFW3_9DINO|9DINO|trembl(ov=1.00); A0A6A3VQR6|A0A6A3VQR6_9STRA|9STRA|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
quinate hydroxycinnamoyltransferase-like,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A072VCX9,A0A072VCX9_MEDTR,MEDTR,trembl,,,,,false,8,A0A072VCX9|A0A072VCX9_MEDTR|MEDTR|trembl(ov=1.00); G7LC30|G7LC30_MEDTR|MEDTR|trembl(ov=1.00); A0A072V8V5|A0A072V8V5_MEDTR|MEDTR|trembl(ov=1.00); A0AAD6RAR1|A0AAD6RAR1_9ROSI|9ROSI|trembl(ov=1.00); A0AAD8M8V2|A0AAD8M8V2_9APIA|9APIA|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
quinate/shikimate p-hydroxycinnamoyltransferase,D,descriptive_name,needs_description_matching,matched,description,description_partial_match,low,40,0.75,A0A072VCX9,A0A072VCX9_MEDTR,MEDTR,trembl,,,,,false,8,A0A072VCX9|A0A072VCX9_MEDTR|MEDTR|trembl(ov=0.75); G7LC30|G7LC30_MEDTR|MEDTR|trembl(ov=0.75); A0A072V8V5|A0A072V8V5_MEDTR|MEDTR|trembl(ov=0.75); A0AAD6RAR1|A0AAD6RAR1_9ROSI|9ROSI|trembl(ov=0.75); A0AAD8M8V2|A0AAD8M8V2_9APIA|9APIA|trembl(ov=0.75),partial description match (coverage),ok,
quinolinate synthetase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0AAN8UZP2,A0AAN8UZP2_9MAGN,9MAGN,trembl,,,,,false,7,A0AAN8UZP2|A0AAN8UZP2_9MAGN|9MAGN|trembl(ov=1.00); A0A9K3KUZ2|A0A9K3KUZ2_9STRA|9STRA|trembl(ov=1.00); A0A9K3L8E9|A0A9K3L8E9_9STRA|9STRA|trembl(ov=1.00); A0A9E7HXN8|A0A9E7HXN8_9LILI|9LILI|trembl(ov=1.00); A0A9E7L5J9|A0A9E7L5J9_9LILI|9LILI|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
quinone oxidoreductase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M1CNU3,M1CNU3_SOLTU,SOLTU,trembl,,,,,false,4,M1CNU3|M1CNU3_SOLTU|SOLTU|trembl(ov=1.00); B9RUS9|B9RUS9_RICCO|RICCO|trembl(ov=1.00); A0A835LWA1|A0A835LWA1_9MAGN|9MAGN|trembl(ov=1.00); A0A2U1L8N8|A0A2U1L8N8_ARTAN|ARTAN|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
quinone oxidoreductase-like protein,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M1CNU3,M1CNU3_SOLTU,SOLTU,trembl,,,,,false,4,M1CNU3|M1CNU3_SOLTU|SOLTU|trembl(ov=1.00); B9RUS9|B9RUS9_RICCO|RICCO|trembl(ov=1.00); A0A835LWA1|A0A835LWA1_9MAGN|9MAGN|trembl(ov=1.00); A0A2U1L8N8|A0A2U1L8N8_ARTAN|ARTAN|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
quinone reductase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,Q56D13,Q56D13_TRIMO,TRIMO,trembl,,,,,false,7,Q56D13|Q56D13_TRIMO|TRIMO|trembl(ov=1.00); A0A2P6VPU3|A0A2P6VPU3_9CHLO|9CHLO|trembl(ov=1.00); A0A061S879|A0A061S879_9CHLO|9CHLO|trembl(ov=1.00); A0A9K3L8Y8|A0A9K3L8Y8_9STRA|9STRA|trembl(ov=1.00); A0A9K3Q1U4|A0A9K3Q1U4_9STRA|9STRA|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",ok,
R2R3 MYB transcription factor,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1Q2T264,A0A1Q2T264_9LILI,9LILI,trembl,,,,,false,2,A0A1Q2T264|A0A1Q2T264_9LILI|9LILI|trembl(ov=1.00); J7FAY5|J7FAY5_QUESU|QUESU|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",multiple_warnings,broad_taxon_warning; generic_description_warning
R2R3-MYB,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1Q2T264,A0A1Q2T264_9LILI,9LILI,trembl,,,,,false,2,A0A1Q2T264|A0A1Q2T264_9LILI|9LILI|trembl(ov=1.00); M1FPW6|M1FPW6_9POAL|9POAL|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
R2R3-MYB family,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1Q2T264,A0A1Q2T264_9LILI,9LILI,trembl,,,,,false,2,A0A1Q2T264|A0A1Q2T264_9LILI|9LILI|trembl(ov=1.00); M1FPW6|M1FPW6_9POAL|9POAL|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",multiple_warnings,broad_taxon_warning; generic_description_warning
R2R3-MYB gene,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1Q2T264,A0A1Q2T264_9LILI,9LILI,trembl,,,,,false,2,A0A1Q2T264|A0A1Q2T264_9LILI|9LILI|trembl(ov=1.00); M1FPW6|M1FPW6_9POAL|9POAL|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
R2R3-MYB gene family,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1Q2T264,A0A1Q2T264_9LILI,9LILI,trembl,,,,,false,2,A0A1Q2T264|A0A1Q2T264_9LILI|9LILI|trembl(ov=1.00); M1FPW6|M1FPW6_9POAL|9POAL|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",multiple_warnings,broad_taxon_warning; generic_description_warning
R2R3-MYB transcription factor,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1Q2T264,A0A1Q2T264_9LILI,9LILI,trembl,,,,,false,2,A0A1Q2T264|A0A1Q2T264_9LILI|9LILI|trembl(ov=1.00); J7FAY5|J7FAY5_QUESU|QUESU|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",multiple_warnings,broad_taxon_warning; generic_description_warning
R2R3-MYB transcription factors,D,descriptive_name,needs_description_matching,matched,description,description_partial_match,low,40,0.75,A0A1Q2T264,A0A1Q2T264_9LILI,9LILI,trembl,,,,,false,1,A0A1Q2T264|A0A1Q2T264_9LILI|9LILI|trembl(ov=0.75),partial description match (coverage),multiple_warnings,broad_taxon_warning; generic_description_warning
R2R3-MYB10,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,D6PX66,D6PX66_GINBI,GINBI,trembl,,,,,false,8,D6PX66|D6PX66_GINBI|GINBI|trembl(ov=1.00); A0A2P1AF56|A0A2P1AF56_9MAGN|9MAGN|trembl(ov=1.00); H9XUG0|H9XUG0_9MAGN|9MAGN|trembl(ov=1.00); A0A2I6UI58|A0A2I6UI58_FRAAN|FRAAN|trembl(ov=1.00); A0A2I6UI63|A0A2I6UI63_FRAAN|FRAAN|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",ok,
R2R3-type MYB family,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1Q2T264,A0A1Q2T264_9LILI,9LILI,trembl,,,,,false,2,A0A1Q2T264|A0A1Q2T264_9LILI|9LILI|trembl(ov=1.00); M1FPW6|M1FPW6_9POAL|9POAL|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",multiple_warnings,broad_taxon_warning; generic_description_warning
R2R3-type MYB protein,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1Q2T264,A0A1Q2T264_9LILI,9LILI,trembl,,,,,false,2,A0A1Q2T264|A0A1Q2T264_9LILI|9LILI|trembl(ov=1.00); M1FPW6|M1FPW6_9POAL|9POAL|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
R2R3-type MYB transcription factor,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A1Q2T264,A0A1Q2T264_9LILI,9LILI,trembl,,,,,false,2,A0A1Q2T264|A0A1Q2T264_9LILI|9LILI|trembl(ov=1.00); J7FAY5|J7FAY5_QUESU|QUESU|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",multiple_warnings,broad_taxon_warning; generic_description_warning
RaAPX,B,species_prefix_Ra,unknown_prefix_ambiguous,matched,unknown_prefix,unknown_prefix_single_species_candidate,medium,50,,Q42564,APX3_ARATH,ARATH,sprot,,,,,false,1,Q42564|APX3_ARATH|ARATH|sprot,global symbol APX: single organism ARATH,ok,
raffinose synthase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A9W6BD14,A0A9W6BD14_9CHLO,9CHLO,trembl,,,,,false,10,A0A9W6BD14|A0A9W6BD14_9CHLO|9CHLO|trembl(ov=1.00); A0A7S6XLA3|A0A7S6XLA3_9ROSI|9ROSI|trembl(ov=1.00); A0A8J4GQI4|A0A8J4GQI4_9CHLO|9CHLO|trembl(ov=1.00); A0A8J4GQ18|A0A8J4GQ18_9CHLO|9CHLO|trembl(ov=1.00); A0A8J4GND9|A0A8J4GND9_9CHLO|9CHLO|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
raffinose synthase gene,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A9W6BD14,A0A9W6BD14_9CHLO,9CHLO,trembl,,,,,false,10,A0A9W6BD14|A0A9W6BD14_9CHLO|9CHLO|trembl(ov=1.00); A0A7S6XLA3|A0A7S6XLA3_9ROSI|9ROSI|trembl(ov=1.00); A0A8J4GQI4|A0A8J4GQI4_9CHLO|9CHLO|trembl(ov=1.00); A0A8J4GQ18|A0A8J4GQ18_9CHLO|9CHLO|trembl(ov=1.00); A0A8J4GND9|A0A8J4GND9_9CHLO|9CHLO|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
RAP2.6L,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,A0A178UKL8,A0A178UKL8_ARATH,ARATH,trembl,,,,,false,1,A0A178UKL8|A0A178UKL8_ARATH|ARATH|trembl(ov=1.00),"strong description match, single organism",ok,
RAV transcription factor,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M0ZJN6,M0ZJN6_SOLTU,SOLTU,trembl,,,,,false,4,M0ZJN6|M0ZJN6_SOLTU|SOLTU|trembl(ov=1.00); A0A6N2AH60|A0A6N2AH60_SOLCI|SOLCI|trembl(ov=1.00); A0A4V3WJQ2|A0A4V3WJQ2_CAMSI|CAMSI|trembl(ov=1.00); Q4G3H5|Q4G3H5_CAPAN|CAPAN|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",generic_description_warning,generic_description_warning
RAV transcription factor family,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M0ZJN6,M0ZJN6_SOLTU,SOLTU,trembl,,,,,false,4,M0ZJN6|M0ZJN6_SOLTU|SOLTU|trembl(ov=1.00); A0A6N2AH60|A0A6N2AH60_SOLCI|SOLCI|trembl(ov=1.00); A0A4V3WJQ2|A0A4V3WJQ2_CAMSI|CAMSI|trembl(ov=1.00); Q4G3H5|Q4G3H5_CAPAN|CAPAN|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",generic_description_warning,generic_description_warning
Rboh-NADPH oxidase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,Q8RVJ9,Q8RVJ9_TOBAC,TOBAC,trembl,,,,,false,2,Q8RVJ9|Q8RVJ9_TOBAC|TOBAC|trembl(ov=1.00); A0A451EE70|A0A451EE70_GRALE|GRALE|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",ok,
RBOH1-NADPH oxidase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,Q9XEG2,Q9XEG2_SOLLC,SOLLC,trembl,,,,,false,2,Q9XEG2|Q9XEG2_SOLLC|SOLLC|trembl(ov=1.00); Q9XEG3|Q9XEG3_9LILI|9LILI|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",ok,
Rca1β,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,A0A078BTE9,A0A078BTE9_WHEAT,WHEAT,trembl,,,,,false,1,A0A078BTE9|A0A078BTE9_WHEAT|WHEAT|trembl(ov=1.00),"strong description match, single organism",ok,
reaction center-binding protein D1,D,descriptive_name,needs_description_matching,matched,description,description_partial_match,low,40,0.75,F8QZI0,F8QZI0_9STRA,9STRA,trembl,,,,,false,9,F8QZI0|F8QZI0_9STRA|9STRA|trembl(ov=0.75); A0A9E8MH05|A0A9E8MH05_9ASTR|9ASTR|trembl(ov=0.75); A0A9E8MGR9|A0A9E8MGR9_9ASTR|9ASTR|trembl(ov=0.75); A0A9E8MGU3|A0A9E8MGU3_9ASTR|9ASTR|trembl(ov=0.75); A0A9E8MGW2|A0A9E8MGW2_9ASTR|9ASTR|trembl(ov=0.75),partial description match (coverage),broad_taxon_warning,broad_taxon_warning
reactive oxygen species gene network,D,descriptive_name,needs_description_matching,matched,description,description_partial_match,low,40,0.75,I1I4Z1,I1I4Z1_BRADI,BRADI,trembl,,,,,false,10,I1I4Z1|I1I4Z1_BRADI|BRADI|trembl(ov=0.75); I1IAY2|I1IAY2_BRADI|BRADI|trembl(ov=0.75); K7L9V3|K7L9V3_SOYBN|SOYBN|trembl(ov=0.75); K7KKB2|K7KKB2_SOYBN|SOYBN|trembl(ov=0.75); A0A398A2C8|A0A398A2C8_BRACM|BRACM|trembl(ov=0.75),partial description match (coverage),ok,
receptor components,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,F4KJ16,F4KJ16_ARATH,ARATH,trembl,,,,,false,5,F4KJ16|F4KJ16_ARATH|ARATH|trembl(ov=1.00); A0A061G6F4|A0A061G6F4_THECC|THECC|trembl(ov=1.00); A0A2U1L058|A0A2U1L058_ARTAN|ARTAN|trembl(ov=1.00); A0A7J0EC96|A0A7J0EC96_9ERIC|9ERIC|trembl(ov=1.00); A0A7J0F0U7|A0A7J0F0U7_9ERIC|9ERIC|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",generic_description_warning,generic_description_warning
receptor GID1,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A2I0WY27,A0A2I0WY27_9ASPA,9ASPA,trembl,,,,,false,10,A0A2I0WY27|A0A2I0WY27_9ASPA|9ASPA|trembl(ov=1.00); A0A3L6D760|A0A3L6D760_MAIZE|MAIZE|trembl(ov=1.00); A0A3L6DN90|A0A3L6DN90_MAIZE|MAIZE|trembl(ov=1.00); A0A3L6ED64|A0A3L6ED64_MAIZE|MAIZE|trembl(ov=1.00); B0S4S8|B0S4S8_SORBI|SORBI|trembl(ov=1.00),"strong description match, 8 organisms (ambiguous)",multiple_warnings,broad_taxon_warning; generic_description_warning
receptor GID1B,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,V5JFK6,V5JFK6_PETHY,PETHY,trembl,,,,,false,10,V5JFK6|V5JFK6_PETHY|PETHY|trembl(ov=1.00); A0A371F8B8|A0A371F8B8_MUCPR|MUCPR|trembl(ov=1.00); A0A438KI43|A0A438KI43_VITVI|VITVI|trembl(ov=1.00); A0A9Q0FUU1|A0A9Q0FUU1_9ROSI|9ROSI|trembl(ov=1.00); W6JR76|W6JR76_CUCSA|CUCSA|trembl(ov=1.00),"strong description match, 6 organisms (ambiguous)",generic_description_warning,generic_description_warning
receptor kinase,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,Q9LVI6,RLK90_ARATH,ARATH,sprot,,,,,false,5,Q9LVI6|RLK90_ARATH|ARATH|sprot(ov=1.00); A0A1P8AQZ9|A0A1P8AQZ9_ARATH|ARATH|trembl(ov=1.00); A0A1P8AVI8|A0A1P8AVI8_ARATH|ARATH|trembl(ov=1.00); A0A1P8B600|A0A1P8B600_ARATH|ARATH|trembl(ov=1.00); A0A1P8BA97|A0A1P8BA97_ARATH|ARATH|trembl(ov=1.00),"strong description match, single organism",generic_description_warning,generic_description_warning
receptor proteins,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,A0A0M0JL81,A0A0M0JL81_9EUKA,9EUKA,trembl,,,,,false,1,A0A0M0JL81|A0A0M0JL81_9EUKA|9EUKA|trembl(ov=1.00),"strong description match, single organism",multiple_warnings,broad_taxon_warning; non_land_plant_warning; generic_description_warning
receptor PYL,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,A0A2G9GHW0,A0A2G9GHW0_9LAMI,9LAMI,trembl,,,,,false,1,A0A2G9GHW0|A0A2G9GHW0_9LAMI|9LAMI|trembl(ov=1.00),"strong description match, single organism",multiple_warnings,broad_taxon_warning; generic_description_warning
receptor-like kinase,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,Q9LVI6,RLK90_ARATH,ARATH,sprot,,,,,false,5,Q9LVI6|RLK90_ARATH|ARATH|sprot(ov=1.00); A0A1P8AQZ9|A0A1P8AQZ9_ARATH|ARATH|trembl(ov=1.00); A0A1P8AVI8|A0A1P8AVI8_ARATH|ARATH|trembl(ov=1.00); A0A1P8B600|A0A1P8B600_ARATH|ARATH|trembl(ov=1.00); A0A1P8BA97|A0A1P8BA97_ARATH|ARATH|trembl(ov=1.00),"strong description match, single organism",generic_description_warning,generic_description_warning
receptor-like kinase 1,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,Q9LVI6,RLK90_ARATH,ARATH,sprot,,,,,false,5,Q9LVI6|RLK90_ARATH|ARATH|sprot(ov=1.00); A0A1P8AQZ9|A0A1P8AQZ9_ARATH|ARATH|trembl(ov=1.00); A0A1P8AVI8|A0A1P8AVI8_ARATH|ARATH|trembl(ov=1.00); A0A1P8B600|A0A1P8B600_ARATH|ARATH|trembl(ov=1.00); A0A1P8BA97|A0A1P8BA97_ARATH|ARATH|trembl(ov=1.00),"strong description match, single organism",generic_description_warning,generic_description_warning
receptor-like kinase gene,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,Q9LVI6,RLK90_ARATH,ARATH,sprot,,,,,false,5,Q9LVI6|RLK90_ARATH|ARATH|sprot(ov=1.00); A0A1P8AQZ9|A0A1P8AQZ9_ARATH|ARATH|trembl(ov=1.00); A0A1P8AVI8|A0A1P8AVI8_ARATH|ARATH|trembl(ov=1.00); A0A1P8B600|A0A1P8B600_ARATH|ARATH|trembl(ov=1.00); A0A1P8BA97|A0A1P8BA97_ARATH|ARATH|trembl(ov=1.00),"strong description match, single organism",generic_description_warning,generic_description_warning
receptor-like kinase HERK1,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A385JHN2,A0A385JHN2_POPTO,POPTO,trembl,,,,,false,10,A0A385JHN2|A0A385JHN2_POPTO|POPTO|trembl(ov=1.00); A0A251TXV4|A0A251TXV4_HELAN|HELAN|trembl(ov=1.00); A0AAP0G8Y9|A0AAP0G8Y9_9ASPA|9ASPA|trembl(ov=1.00); A0AAP0BMF7|A0AAP0BMF7_9ASPA|9ASPA|trembl(ov=1.00); A0A2I0WTC7|A0A2I0WTC7_9ASPA|9ASPA|trembl(ov=1.00),"strong description match, 5 organisms (ambiguous)",generic_description_warning,generic_description_warning
receptor-like protein kinase,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,Q9LVI6,RLK90_ARATH,ARATH,sprot,,,,,false,5,Q9LVI6|RLK90_ARATH|ARATH|sprot(ov=1.00); A0A1P8AQZ9|A0A1P8AQZ9_ARATH|ARATH|trembl(ov=1.00); A0A1P8AVI8|A0A1P8AVI8_ARATH|ARATH|trembl(ov=1.00); A0A1P8B600|A0A1P8B600_ARATH|ARATH|trembl(ov=1.00); A0A1P8BA97|A0A1P8BA97_ARATH|ARATH|trembl(ov=1.00),"strong description match, single organism",generic_description_warning,generic_description_warning
receptor-like protein kinase FERONIA,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,M0ZLQ3,M0ZLQ3_SOLTU,SOLTU,trembl,,,,,false,10,M0ZLQ3|M0ZLQ3_SOLTU|SOLTU|trembl(ov=1.00); M0ZLQ4|M0ZLQ4_SOLTU|SOLTU|trembl(ov=1.00); A0A072TW39|A0A072TW39_MEDTR|MEDTR|trembl(ov=1.00); A0A072U795|A0A072U795_MEDTR|MEDTR|trembl(ov=1.00); A0A072TXW1|A0A072TXW1_MEDTR|MEDTR|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",generic_description_warning,generic_description_warning
receptor-like proteins,D,descriptive_name,needs_description_matching,matched,description,description_single_species_match,medium,60,1.0,A0A0M0JL81,A0A0M0JL81_9EUKA,9EUKA,trembl,,,,,false,1,A0A0M0JL81|A0A0M0JL81_9EUKA|9EUKA|trembl(ov=1.00),"strong description match, single organism",multiple_warnings,broad_taxon_warning; non_land_plant_warning; generic_description_warning
Red chlorophyll catabolite reductase,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,K4ACH5,K4ACH5_SETIT,SETIT,trembl,,,,,false,9,K4ACH5|K4ACH5_SETIT|SETIT|trembl(ov=1.00); A0A0Q3JCP6|A0A0Q3JCP6_BRADI|BRADI|trembl(ov=1.00); A0A2K2DFA1|A0A2K2DFA1_BRADI|BRADI|trembl(ov=1.00); C6TDC0|C6TDC0_SOYBN|SOYBN|trembl(ov=1.00); A0A0D3A1D0|A0A0D3A1D0_BRAOL|BRAOL|trembl(ov=1.00),"strong description match, 7 organisms (ambiguous)",ok,
regulatory and functional proteins,D,descriptive_name,needs_description_matching,matched,description,description_partial_match,low,40,0.75,K8FE67,K8FE67_9CHLO,9CHLO,trembl,,,,,false,2,K8FE67|K8FE67_9CHLO|9CHLO|trembl(ov=0.75); K8EYX8|K8EYX8_9CHLO|9CHLO|trembl(ov=0.75),partial description match (coverage),broad_taxon_warning,broad_taxon_warning
regulatory protein NPR3,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A438D690,A0A438D690_VITVI,VITVI,trembl,,,,,false,9,A0A438D690|A0A438D690_VITVI|VITVI|trembl(ov=1.00); A0A2I0A3M9|A0A2I0A3M9_9ASPA|9ASPA|trembl(ov=1.00); A0AAP0BNL9|A0AAP0BNL9_9ASPA|9ASPA|trembl(ov=1.00); A0AAP0BK95|A0AAP0BK95_9ASPA|9ASPA|trembl(ov=1.00); A0A516V163|A0A516V163_CATRO|CATRO|trembl(ov=1.00),"strong description match, 4 organisms (ambiguous)",ok,
regulatory proteins,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A833W7Y4,A0A833W7Y4_PHYIN,PHYIN,trembl,,,,,false,6,A0A833W7Y4|A0A833W7Y4_PHYIN|PHYIN|trembl(ov=1.00); K8FE67|K8FE67_9CHLO|9CHLO|trembl(ov=1.00); K8EYX8|K8EYX8_9CHLO|9CHLO|trembl(ov=1.00); A0A5B6VTX5|A0A5B6VTX5_9ROSI|9ROSI|trembl(ov=1.00); A0A5B6VWZ4|A0A5B6VWZ4_9ROSI|9ROSI|trembl(ov=1.00),"strong description match, 3 organisms (ambiguous)",ok,
repressor proteins,D,descriptive_name,needs_description_matching,matched,description,description_multi_species_ambiguous,low,45,1.0,A0A9E7FWQ6,A0A9E7FWQ6_9LILI,9LILI,trembl,,,,,false,5,A0A9E7FWQ6|A0A9E7FWQ6_9LILI|9LILI|trembl(ov=1.00); A0A8T1WHK9|A0A8T1WHK9_9STRA|9STRA|trembl(ov=1.00); A0A8T1WFX7|A0A8T1WFX7_9STRA|9STRA|trembl(ov=1.00); A0A8T1WJQ2|A0A8T1WJQ2_9STRA|9STRA|trembl(ov=1.00); A0A8T1V8X2|A0A8T1V8X2_9STRA|9STRA|trembl(ov=1.00),"strong description match, 2 organisms (ambiguous)",broad_taxon_warning,broad_taxon_warning
